date,20316875,20191440,20191442,20363824,20376057,20386898,20379358,103048,20160300
2016-06-17,,,,3.0,4.0,4.0,1.0,14.0,1.0
2016-06-18,1.0,2.0,2.0,7.0,2.0,4.0,9.0,32.0,4.0
2016-06-19,3.0,1.0,1.0,1.0,2.0,2.0,4.0,9.0,5.0
2016-06-20,1.0,,1.0,4.0,,1.0,3.0,5.0,
2016-06-21,2.0,,,,1.0,3.0,1.0,7.0,
2016-06-22,3.0,4.0,1.0,1.0,4.0,3.0,3.0,10.0,1.0
2016-06-23,,3.0,,3.0,8.0,5.0,1.0,3.0,
2016-06-24,5.0,,,5.0,8.0,2.0,1.0,14.0,1.0
2016-06-25,2.0,7.0,1.0,5.0,5.0,14.0,13.0,19.0,2.0
2016-06-26,2.0,,1.0,,3.0,4.0,,19.0,3.0
2016-06-27,1.0,2.0,,1.0,7.0,1.0,2.0,9.0,1.0
2016-06-28,,1.0,2.0,2.0,2.0,4.0,2.0,11.0,2.0
2016-06-29,2.0,3.0,3.0,3.0,13.0,2.0,6.0,14.0,2.0
2016-06-30,,3.0,,1.0,3.0,1.0,1.0,15.0,6.0
2016-07-01,1.0,1.0,,1.0,4.0,2.0,4.0,14.0,8.0
2016-07-02,4.0,5.0,1.0,3.0,8.0,3.0,,36.0,4.0
2016-07-03,7.0,5.0,,1.0,2.0,5.0,3.0,11.0,3.0
2016-07-04,7.0,2.0,,1.0,1.0,2.0,1.0,14.0,2.0
2016-07-05,1.0,1.0,,3.0,1.0,1.0,3.0,7.0,
2016-07-06,3.0,5.0,1.0,,,4.0,,8.0,1.0
2016-07-07,3.0,3.0,6.0,,3.0,4.0,,12.0,1.0
2016-07-08,2.0,,1.0,3.0,,3.0,3.0,9.0,3.0
2016-07-09,5.0,4.0,4.0,1.0,,6.0,2.0,17.0,2.0
2016-07-10,1.0,6.0,2.0,,1.0,2.0,1.0,14.0,3.0
2016-07-11,4.0,1.0,1.0,1.0,2.0,1.0,1.0,13.0,
2016-07-12,1.0,1.0,1.0,2.0,,1.0,1.0,9.0,
2016-07-13,1.0,2.0,,,1.0,2.0,,13.0,2.0
2016-07-14,,2.0,,1.0,,1.0,1.0,5.0,
